user_id,city,age_group,user_type,orders_per_month,avg_order_value_inr,delivery_time_min,campaign_exposed,discount_used,zepto_pass_member,order_category,repeat_purchase
661,Surat,25-34,New,4,364.09,8.43,Uncle Ji,1,0,Personal Care,1
662,Bangalore,35-44,New,6,433.38,6.08,Zepto Pass,1,0,Grocery,1
663,Chennai,45+,Returning,10,501.84,8.94,Influencer,1,1,Personal Care,0
664,Pune,25-34,Returning,8,571.59,6.75,Uncle Ji,0,0,Personal Care,1
665,Mumbai,25-34,Returning,7,430.64,8.15,Uncle Ji,0,0,Private Label,1
666,Chennai,35-44,Returning,4,476.61,9.99,Influencer,1,0,Household,0
667,Pune,35-44,Returning,6,310.33,8.89,Meme Marketing,1,1,Private Label,1
668,Hyderabad,25-34,New,6,238.52,8.64,Uncle Ji,1,0,Snacks,1
669,Chennai,25-34,New,5,486.59,7.71,Festival Offer,0,0,Personal Care,1
670,Jaipur,25-34,New,4,323.17,7.98,Zepto Pass,0,0,Household,1
671,Mumbai,25-34,New,4,309.08,11.18,Zepto Pass,1,0,Snacks,0
672,Pune,18-24,Returning,5,496.97,9.97,Influencer,0,0,Snacks,0
673,Pune,25-34,Returning,7,402.31,8.11,Zepto Pass,0,0,Private Label,0
674,Pune,25-34,Returning,5,447.31,8.64,Referral,1,1,Snacks,1
675,Hyderabad,35-44,New,6,266.01,9.17,Zepto Pass,1,1,Grocery,1
676,Chennai,18-24,Returning,8,310.67,9.46,Influencer,0,1,Grocery,1
677,Hyderabad,25-34,New,5,615.67,8.76,Influencer,0,0,Grocery,0
678,Surat,25-34,New,4,341.04,6.14,Influencer,1,1,Snacks,1
679,Delhi,25-34,New,6,395.6,8.75,Festival Offer,0,0,Personal Care,1
680,Delhi,18-24,Returning,7,448.48,8.66,Referral,1,1,Household,1
681,Surat,25-34,Returning,7,291.6,11.89,Uncle Ji,0,0,Grocery,0
682,Chennai,25-34,Returning,8,582.34,12.84,Meme Marketing,0,1,Grocery,1
683,Jaipur,25-34,Returning,9,420.9,9.76,Zepto Pass,1,1,Grocery,1
684,Hyderabad,25-34,Returning,1,391.63,7.78,Festival Offer,1,0,Private Label,0
685,Mumbai,25-34,New,12,548.17,9.82,Uncle Ji,0,0,Private Label,1
686,Pune,35-44,New,3,529.42,6.25,Influencer,1,1,Grocery,1
687,Pune,18-24,New,13,656.04,8,Uncle Ji,0,0,Grocery,1
688,Chennai,35-44,Returning,7,367.56,6.36,Uncle Ji,1,1,Private Label,1
689,Jaipur,25-34,Returning,3,683.19,9.63,Referral,0,0,Household,1
690,Delhi,18-24,New,1,497.54,6.98,Influencer,1,0,Personal Care,0
691,Delhi,18-24,Returning,12,622.85,8.37,Festival Offer,1,1,Household,0
692,Pune,25-34,Returning,4,538.3,8.73,Festival Offer,1,0,Personal Care,1
693,Chennai,35-44,New,2,342.96,8.76,Influencer,1,0,Snacks,1
694,Hyderabad,35-44,Returning,8,319.95,8.09,Zepto Pass,1,1,Snacks,1
695,Delhi,35-44,Returning,3,203.51,9.31,Festival Offer,1,1,Household,1
696,Hyderabad,25-34,Returning,4,178.73,6.92,Festival Offer,0,1,Private Label,1
697,Jaipur,25-34,New,4,346.53,11.41,Zepto Pass,0,1,Grocery,1
698,Delhi,18-24,Returning,6,572.04,7.25,Zepto Pass,1,0,Snacks,0
699,Delhi,25-34,New,9,360.22,8.86,Festival Offer,1,0,Private Label,1
700,Bangalore,25-34,Returning,10,338.83,9.74,Festival Offer,0,0,Private Label,0
701,Delhi,18-24,Returning,7,503.96,9.82,Festival Offer,1,1,Personal Care,1
702,Surat,18-24,Returning,6,316.62,9.96,Zepto Pass,1,0,Snacks,0
703,Mumbai,25-34,Returning,5,640.87,6.41,Festival Offer,1,0,Household,1
704,Surat,35-44,Returning,10,388.6,7.42,Uncle Ji,0,1,Private Label,1
705,Chennai,45+,Returning,8,531.68,9,Uncle Ji,0,1,Household,0
706,Chennai,45+,New,5,395.99,9.52,Zepto Pass,1,1,Household,1
707,Hyderabad,25-34,Returning,8,422.95,10.69,Zepto Pass,0,0,Snacks,1
708,Surat,25-34,New,6,555.25,8.03,Zepto Pass,1,1,Household,1
709,Surat,25-34,Returning,8,447.52,7.44,Meme Marketing,1,0,Household,1
710,Surat,35-44,Returning,8,599.26,7.98,Zepto Pass,1,1,Grocery,0
711,Jaipur,18-24,Returning,6,326.01,12.19,Meme Marketing,1,0,Household,0
712,Delhi,25-34,Returning,5,264.12,11.05,Zepto Pass,1,0,Grocery,0
713,Mumbai,35-44,Returning,10,210.08,8.55,Influencer,0,0,Snacks,1
714,Hyderabad,25-34,New,4,570.6,10.73,Referral,1,0,Household,1
715,Surat,25-34,Returning,6,528.19,7.94,Festival Offer,1,1,Private Label,1
716,Surat,25-34,Returning,10,388.12,10.23,Festival Offer,1,1,Household,1
717,Bangalore,18-24,New,6,455.85,6.73,Uncle Ji,0,1,Grocery,1
718,Hyderabad,25-34,New,5,548.33,9.33,Influencer,0,0,Private Label,1
719,Surat,25-34,Returning,11,397.17,10.33,Referral,0,1,Snacks,1
720,Hyderabad,18-24,Returning,6,208.79,8.31,Festival Offer,1,0,Personal Care,1
721,Delhi,18-24,Returning,7,210.32,9.72,Festival Offer,0,0,Personal Care,0
722,Bangalore,35-44,Returning,4,288.64,7.96,Meme Marketing,1,0,Grocery,0
723,Hyderabad,18-24,New,6,432.26,9.26,Uncle Ji,1,0,Snacks,0
724,Mumbai,25-34,Returning,8,307.01,8.08,Meme Marketing,0,0,Snacks,0
725,Mumbai,18-24,Returning,2,544.02,10.03,Meme Marketing,1,0,Household,0
726,Chennai,45+,Returning,5,267.17,6.9,Uncle Ji,0,1,Personal Care,1
727,Bangalore,18-24,Returning,2,336.78,7.28,Referral,1,1,Household,0
728,Bangalore,25-34,Returning,4,201.44,10.76,Uncle Ji,0,0,Snacks,1
729,Chennai,35-44,Returning,8,366.58,5.11,Zepto Pass,0,0,Grocery,1
730,Hyderabad,35-44,Returning,6,420.85,7.84,Meme Marketing,0,0,Grocery,1
731,Bangalore,18-24,New,3,549.33,8.59,Zepto Pass,1,0,Private Label,0
732,Mumbai,35-44,Returning,6,434.4,9.33,Uncle Ji,1,0,Grocery,1
733,Mumbai,25-34,Returning,5,508.91,8.08,Uncle Ji,1,0,Personal Care,1
734,Surat,25-34,Returning,8,540.61,7.11,Festival Offer,0,1,Private Label,0
735,Delhi,18-24,New,4,467.07,10.64,Referral,1,1,Personal Care,1
736,Bangalore,18-24,Returning,11,312.41,10.38,Meme Marketing,0,0,Household,1
737,Hyderabad,35-44,New,9,468.55,8.23,Influencer,1,1,Household,0
738,Chennai,25-34,Returning,7,598.54,6.11,Uncle Ji,1,1,Grocery,0
739,Chennai,25-34,Returning,4,382.21,9.26,Festival Offer,1,0,Private Label,1
740,Hyderabad,35-44,Returning,8,486.56,9.07,Influencer,1,0,Personal Care,1
741,Jaipur,35-44,New,8,483.46,7.8,Meme Marketing,0,1,Personal Care,1
742,Pune,18-24,Returning,3,375.72,5.87,Zepto Pass,0,1,Snacks,1
743,Delhi,25-34,Returning,9,532.48,8.39,Meme Marketing,0,0,Grocery,1
744,Chennai,18-24,Returning,4,373.84,9.95,Referral,0,1,Household,1
745,Bangalore,35-44,Returning,11,474.37,10.18,Influencer,1,0,Snacks,1
746,Delhi,25-34,Returning,7,391.28,8.73,Festival Offer,0,1,Household,0
747,Bangalore,45+,Returning,3,425.24,7.86,Influencer,1,0,Household,0
748,Jaipur,18-24,New,7,532.03,9.9,Zepto Pass,1,0,Personal Care,0
749,Mumbai,18-24,New,4,186.36,7.09,Festival Offer,0,1,Household,0
750,Delhi,18-24,Returning,4,494.04,6.77,Zepto Pass,0,1,Private Label,1
751,Surat,18-24,Returning,7,504.86,8.67,Uncle Ji,0,0,Household,1
752,Chennai,18-24,Returning,7,351.01,11.12,Meme Marketing,0,0,Private Label,1
753,Delhi,45+,New,9,416.24,11.18,Referral,1,0,Household,1
754,Delhi,18-24,New,10,302.86,6.82,Uncle Ji,1,0,Snacks,1
755,Delhi,18-24,Returning,4,324.12,8.14,Meme Marketing,1,0,Personal Care,1
756,Pune,35-44,New,8,452.51,12.45,Zepto Pass,1,1,Snacks,1
757,Delhi,25-34,Returning,4,735.02,7.77,Referral,0,0,Personal Care,1
758,Bangalore,35-44,New,7,499.68,11.23,Zepto Pass,0,1,Snacks,1
759,Mumbai,18-24,Returning,10,318.2,10.26,Festival Offer,1,1,Grocery,1
760,Jaipur,25-34,Returning,12,513.1,10.59,Zepto Pass,0,0,Household,0
761,Hyderabad,18-24,New,7,489.71,8.13,Influencer,0,1,Household,1
762,Delhi,18-24,Returning,5,212.78,8.18,Meme Marketing,1,1,Grocery,1
763,Chennai,45+,New,7,382.09,7.43,Uncle Ji,1,0,Grocery,0
764,Delhi,18-24,Returning,6,402.89,10,Influencer,1,1,Private Label,1
765,Chennai,25-34,Returning,9,434.17,6.35,Festival Offer,0,1,Snacks,0
766,Bangalore,25-34,Returning,9,416.22,8.55,Meme Marketing,1,1,Household,0
767,Chennai,25-34,Returning,4,437.73,11.25,Festival Offer,0,0,Private Label,0
768,Surat,35-44,Returning,4,307.78,9.69,Meme Marketing,1,1,Household,0
769,Hyderabad,18-24,New,4,380.98,10.3,Meme Marketing,0,0,Grocery,0
770,Mumbai,25-34,New,2,388.11,6.33,Referral,0,1,Private Label,1
771,Chennai,45+,Returning,10,559.2,7.31,Influencer,1,1,Private Label,0
772,Chennai,25-34,Returning,8,336.3,10.58,Uncle Ji,1,0,Private Label,0
773,Mumbai,45+,Returning,2,390.66,8.99,Influencer,1,0,Snacks,1
774,Hyderabad,18-24,Returning,4,377.28,7.24,Festival Offer,0,0,Private Label,1
775,Delhi,25-34,Returning,14,610.49,9.74,Zepto Pass,1,0,Household,0
776,Chennai,18-24,Returning,2,499.82,8,Festival Offer,1,1,Snacks,1
777,Mumbai,35-44,Returning,3,307.96,12.61,Meme Marketing,1,0,Household,0
778,Surat,45+,Returning,5,467.69,9.7,Zepto Pass,0,0,Private Label,1
779,Surat,18-24,Returning,6,298.61,7.42,Influencer,0,0,Private Label,1
780,Bangalore,25-34,New,10,451.27,10.12,Uncle Ji,1,1,Household,0
781,Mumbai,18-24,New,3,583.92,11.22,Zepto Pass,1,0,Personal Care,1
782,Bangalore,25-34,New,7,185.24,8.79,Zepto Pass,1,1,Private Label,0
783,Surat,25-34,New,4,299.01,7.65,Referral,0,1,Private Label,1
784,Hyderabad,45+,New,6,438.7,8.87,Influencer,1,1,Snacks,1
785,Delhi,25-34,Returning,5,372.48,7.88,Zepto Pass,1,0,Household,0
786,Mumbai,25-34,Returning,8,445.67,8.41,Influencer,0,0,Private Label,0
787,Jaipur,18-24,Returning,6,410,6.72,Uncle Ji,1,0,Household,1
788,Surat,18-24,Returning,1,218.31,10.11,Zepto Pass,0,0,Snacks,1
789,Surat,18-24,New,5,494.64,7.08,Uncle Ji,0,1,Household,0
790,Jaipur,18-24,New,9,259.82,9.71,Festival Offer,1,0,Household,0
791,Pune,35-44,New,4,444.66,8.34,Zepto Pass,1,0,Snacks,1
792,Surat,25-34,Returning,1,365.46,9.13,Meme Marketing,1,1,Private Label,1
793,Chennai,25-34,New,4,708.13,8.09,Referral,0,0,Household,0
794,Hyderabad,18-24,New,8,405.49,9.09,Referral,0,0,Personal Care,1
795,Mumbai,35-44,Returning,6,462.12,9.45,Referral,1,0,Private Label,1
796,Jaipur,35-44,Returning,6,486.48,8.27,Uncle Ji,0,1,Snacks,1
797,Chennai,18-24,New,6,460.51,6.21,Influencer,1,0,Grocery,1
798,Jaipur,35-44,Returning,2,416.8,9.31,Referral,0,1,Personal Care,1
799,Mumbai,25-34,Returning,5,301.13,9.39,Festival Offer,1,0,Private Label,0
800,Bangalore,18-24,Returning,10,406.58,6.65,Zepto Pass,1,0,Snacks,1
801,Mumbai,25-34,Returning,3,196.09,7.33,Zepto Pass,0,1,Personal Care,1
802,Pune,25-34,New,8,478.51,8.28,Meme Marketing,1,1,Private Label,0
803,Mumbai,18-24,New,1,770.46,5.36,Uncle Ji,0,1,Grocery,1
804,Mumbai,45+,Returning,9,441.2,9.86,Zepto Pass,0,1,Private Label,1
805,Pune,35-44,Returning,10,460.74,8.07,Zepto Pass,1,0,Grocery,1
806,Hyderabad,25-34,Returning,5,233.77,9.23,Meme Marketing,1,1,Grocery,1
807,Surat,25-34,Returning,12,322.08,7.21,Meme Marketing,0,1,Household,1
808,Mumbai,25-34,Returning,2,527.38,11.83,Influencer,1,1,Snacks,1
809,Pune,25-34,Returning,5,246.33,6.67,Influencer,0,1,Household,1
810,Chennai,25-34,Returning,3,332.64,8.05,Influencer,0,0,Grocery,1
811,Bangalore,18-24,Returning,5,488.14,10.6,Zepto Pass,1,1,Snacks,1
812,Bangalore,25-34,New,8,517.09,7.08,Meme Marketing,1,1,Snacks,1
813,Mumbai,35-44,Returning,3,406.91,8.94,Festival Offer,1,0,Snacks,0
814,Hyderabad,25-34,New,11,434.72,9.74,Uncle Ji,1,0,Personal Care,1
815,Hyderabad,18-24,New,2,434.44,6.54,Influencer,1,1,Private Label,0
816,Chennai,35-44,Returning,5,272,7.8,Festival Offer,1,0,Grocery,1
817,Mumbai,18-24,New,4,411.2,9.09,Referral,0,1,Snacks,0
818,Bangalore,18-24,New,3,449.03,9.48,Zepto Pass,1,0,Personal Care,1
819,Hyderabad,18-24,New,9,409.39,7.57,Uncle Ji,1,1,Personal Care,1
820,Mumbai,25-34,Returning,12,188.93,11.56,Zepto Pass,1,0,Grocery,1
821,Jaipur,35-44,Returning,4,604.28,9.52,Festival Offer,1,0,Household,0
822,Hyderabad,25-34,Returning,7,288.8,9.96,Influencer,0,1,Personal Care,0
823,Pune,18-24,New,2,428.66,9.88,Festival Offer,0,1,Grocery,1
824,Jaipur,35-44,Returning,5,458.61,6.46,Festival Offer,1,0,Personal Care,1
825,Surat,35-44,Returning,5,365.42,8.63,Zepto Pass,0,0,Grocery,0
826,Hyderabad,35-44,New,3,449.34,8.78,Influencer,1,1,Snacks,1
827,Bangalore,18-24,Returning,6,326.97,8.42,Zepto Pass,1,1,Household,0
828,Delhi,25-34,New,11,677.65,9.11,Influencer,1,1,Personal Care,1
829,Jaipur,45+,Returning,4,388.74,5.64,Meme Marketing,1,1,Personal Care,1
830,Surat,35-44,Returning,7,527.88,8.99,Meme Marketing,0,0,Personal Care,0
831,Chennai,18-24,Returning,9,288.88,8.35,Meme Marketing,1,1,Private Label,0
832,Chennai,18-24,New,6,506.55,5.63,Meme Marketing,1,1,Private Label,1
833,Bangalore,25-34,Returning,8,333.94,9.43,Meme Marketing,1,0,Snacks,0
834,Hyderabad,45+,Returning,10,252.82,7.03,Referral,0,0,Personal Care,1
835,Mumbai,25-34,Returning,9,292.19,8.23,Zepto Pass,0,1,Household,1
836,Hyderabad,25-34,Returning,5,318.25,8.42,Festival Offer,1,1,Private Label,0
837,Bangalore,18-24,Returning,4,433.37,6.03,Meme Marketing,0,1,Grocery,1
838,Chennai,25-34,New,6,765.09,6.2,Referral,0,1,Grocery,0
839,Hyderabad,35-44,Returning,6,748.28,9.62,Referral,0,0,Grocery,0
840,Chennai,25-34,Returning,8,381.38,7.89,Zepto Pass,1,1,Snacks,1
841,Jaipur,35-44,Returning,9,535.13,8.21,Zepto Pass,1,1,Personal Care,1
842,Surat,45+,New,10,269.55,8.91,Influencer,1,0,Personal Care,1
843,Mumbai,18-24,Returning,3,167.51,6.16,Influencer,1,0,Private Label,0
844,Jaipur,25-34,New,8,423.67,8.19,Meme Marketing,0,1,Grocery,1
845,Chennai,18-24,Returning,2,485.55,8.63,Uncle Ji,1,1,Snacks,1
846,Chennai,35-44,Returning,4,513.99,11.45,Influencer,0,0,Household,1
847,Delhi,25-34,Returning,3,549.56,7.42,Uncle Ji,1,0,Personal Care,1
848,Delhi,25-34,New,3,380.35,9.98,Festival Offer,1,0,Personal Care,0
849,Jaipur,35-44,Returning,8,428.64,8.8,Influencer,0,0,Snacks,1
850,Pune,25-34,New,6,518.55,7.1,Festival Offer,0,0,Private Label,1
851,Jaipur,45+,New,6,563.22,7.85,Referral,1,1,Snacks,0
852,Delhi,25-34,Returning,7,311.14,10.1,Referral,0,1,Private Label,1
853,Chennai,18-24,Returning,7,445.28,9.97,Festival Offer,1,1,Personal Care,0
854,Bangalore,25-34,Returning,4,497.95,8.02,Referral,1,0,Private Label,1
855,Jaipur,35-44,Returning,3,437.71,9.32,Festival Offer,1,1,Private Label,1
856,Chennai,25-34,Returning,9,345.35,7.24,Uncle Ji,1,1,Private Label,0
857,Bangalore,35-44,Returning,2,420.37,8.54,Meme Marketing,1,0,Private Label,0
858,Bangalore,45+,New,5,483.57,8.16,Festival Offer,0,0,Grocery,1
859,Delhi,18-24,Returning,5,328.72,10.2,Influencer,0,1,Grocery,1
860,Jaipur,45+,Returning,7,276.33,9.49,Influencer,1,1,Grocery,1
861,Hyderabad,18-24,New,4,667.15,7.79,Uncle Ji,1,1,Grocery,0
862,Mumbai,18-24,New,8,442.5,7.94,Festival Offer,0,0,Snacks,1
863,Delhi,18-24,Returning,7,532.6,8.76,Referral,0,1,Household,0
864,Delhi,35-44,New,5,445.14,8.56,Meme Marketing,0,0,Private Label,1
865,Hyderabad,25-34,New,8,546.04,8.38,Influencer,1,1,Snacks,1
866,Mumbai,18-24,New,8,429.5,8.27,Meme Marketing,1,1,Grocery,1
867,Chennai,25-34,Returning,1,490.45,10.87,Meme Marketing,1,0,Private Label,0
868,Pune,25-34,Returning,8,286.86,8.12,Zepto Pass,1,0,Household,1
869,Jaipur,18-24,New,9,208.19,9.25,Meme Marketing,1,0,Private Label,1
870,Pune,35-44,Returning,7,362.82,12.43,Festival Offer,1,0,Personal Care,1
871,Chennai,35-44,Returning,1,248.9,7.53,Zepto Pass,0,0,Personal Care,1
872,Surat,25-34,Returning,8,165.96,9.09,Uncle Ji,0,1,Snacks,1
873,Delhi,45+,New,8,456.21,9.17,Referral,1,1,Household,1
874,Mumbai,25-34,Returning,7,207.68,8.78,Zepto Pass,0,1,Snacks,0
875,Delhi,45+,Returning,4,533.94,8.86,Meme Marketing,0,1,Private Label,1
876,Bangalore,25-34,Returning,8,592.94,7.48,Referral,1,1,Household,1
877,Delhi,25-34,New,5,246.84,9.34,Meme Marketing,1,1,Snacks,0
878,Delhi,18-24,Returning,5,454.64,6.04,Meme Marketing,1,0,Private Label,0
879,Chennai,35-44,Returning,5,642.95,11.5,Zepto Pass,0,1,Grocery,1
880,Chennai,25-34,Returning,8,363.36,11.37,Uncle Ji,0,0,Private Label,0
881,Chennai,18-24,New,11,493.3,8.31,Meme Marketing,1,0,Snacks,1
882,Pune,18-24,New,7,707.15,10.38,Festival Offer,1,1,Household,1
883,Bangalore,25-34,Returning,6,218.74,8.36,Zepto Pass,1,0,Household,0
884,Surat,25-34,Returning,3,297.69,8.81,Festival Offer,0,1,Grocery,0
885,Surat,35-44,New,9,487.69,7.78,Festival Offer,0,0,Snacks,0
886,Chennai,35-44,Returning,6,680.69,10.03,Meme Marketing,1,0,Grocery,0
887,Mumbai,18-24,New,5,334.65,7.93,Festival Offer,0,1,Personal Care,0
888,Pune,35-44,Returning,5,712.29,9.98,Referral,0,0,Private Label,1
889,Hyderabad,18-24,Returning,6,435.83,8.74,Uncle Ji,0,0,Personal Care,1
890,Mumbai,35-44,Returning,5,183.93,8.77,Meme Marketing,1,0,Personal Care,0
891,Jaipur,35-44,Returning,6,610.86,6.56,Festival Offer,1,1,Grocery,0
892,Jaipur,25-34,New,6,364.37,8.89,Uncle Ji,0,0,Grocery,1
893,Mumbai,35-44,Returning,5,473.82,7.08,Uncle Ji,1,0,Private Label,1
894,Chennai,25-34,New,4,220.9,8.89,Referral,0,1,Grocery,1
895,Hyderabad,25-34,Returning,4,329.61,11.71,Referral,1,1,Grocery,0
896,Hyderabad,35-44,Returning,5,240.38,6.72,Influencer,1,1,Grocery,1
897,Pune,25-34,Returning,7,227.64,8.58,Uncle Ji,1,0,Grocery,0
898,Hyderabad,25-34,New,9,431.76,7.85,Meme Marketing,0,1,Grocery,1
899,Jaipur,25-34,Returning,7,488.01,7.24,Referral,1,1,Personal Care,1
900,Bangalore,35-44,New,4,354.39,7.61,Meme Marketing,1,0,Personal Care,1
901,Chennai,25-34,New,1,247.54,11.01,Uncle Ji,1,0,Private Label,1
902,Hyderabad,18-24,Returning,4,266.87,11.4,Referral,1,1,Household,1
903,Pune,35-44,Returning,6,464.6,7.23,Influencer,1,1,Private Label,1
904,Jaipur,35-44,Returning,4,433.28,9.4,Uncle Ji,0,1,Snacks,0
905,Bangalore,18-24,Returning,6,466.57,7.42,Meme Marketing,0,1,Private Label,1
906,Delhi,18-24,New,10,607.01,7.78,Influencer,0,1,Private Label,0
907,Delhi,18-24,Returning,6,489.04,5.73,Uncle Ji,1,0,Grocery,1
908,Bangalore,25-34,Returning,5,469.08,12,Referral,1,0,Grocery,0
909,Jaipur,25-34,New,3,704.25,10.45,Festival Offer,1,1,Grocery,0
910,Pune,35-44,Returning,11,387.03,7.82,Uncle Ji,1,0,Household,1
911,Bangalore,25-34,Returning,3,706.04,9.23,Zepto Pass,1,0,Grocery,1
912,Chennai,25-34,Returning,7,590.87,8.2,Meme Marketing,0,1,Snacks,0
913,Chennai,25-34,Returning,7,384.25,10.22,Referral,0,0,Personal Care,1
914,Delhi,35-44,Returning,5,516.58,8.29,Referral,1,0,Snacks,1
915,Hyderabad,25-34,Returning,7,394.18,8.51,Zepto Pass,0,1,Household,1
916,Pune,45+,Returning,5,247.63,7.81,Festival Offer,1,1,Grocery,1
917,Delhi,25-34,New,6,419.04,9.71,Influencer,0,0,Private Label,0
918,Hyderabad,18-24,Returning,8,243.94,12.11,Referral,1,1,Personal Care,0
919,Hyderabad,25-34,Returning,6,447.96,8.37,Influencer,1,1,Household,1
920,Surat,25-34,Returning,2,516.06,8.36,Influencer,0,0,Snacks,1
921,Chennai,25-34,Returning,10,393.97,8.76,Influencer,1,0,Grocery,1
922,Jaipur,18-24,Returning,2,447.71,9.19,Festival Offer,0,0,Household,1
923,Mumbai,18-24,Returning,4,445.73,8.35,Uncle Ji,1,1,Household,0
924,Jaipur,35-44,New,9,521.32,8.21,Zepto Pass,0,0,Private Label,1
925,Mumbai,18-24,Returning,9,430.74,8.92,Meme Marketing,1,1,Private Label,0
926,Bangalore,35-44,Returning,7,382.23,6.17,Zepto Pass,0,1,Private Label,1
927,Chennai,18-24,New,6,515.87,7.98,Referral,1,0,Snacks,0
928,Hyderabad,25-34,Returning,4,439.03,5.8,Zepto Pass,1,0,Private Label,1
929,Pune,25-34,Returning,4,163.73,8.06,Meme Marketing,1,0,Household,0
930,Mumbai,25-34,Returning,11,377.97,7.38,Uncle Ji,1,0,Household,1
931,Jaipur,25-34,New,8,357.94,9.74,Referral,0,1,Household,1
932,Hyderabad,18-24,New,5,437.7,7.7,Uncle Ji,1,1,Personal Care,1
933,Mumbai,18-24,Returning,2,424.8,8.25,Referral,1,0,Personal Care,1
934,Mumbai,25-34,New,4,185.96,5.58,Meme Marketing,1,0,Snacks,1
935,Surat,25-34,Returning,5,240.99,10.33,Uncle Ji,1,0,Private Label,1
936,Mumbai,45+,Returning,9,305.66,7.17,Meme Marketing,0,1,Household,0
937,Pune,35-44,New,9,427.73,8.08,Meme Marketing,1,1,Private Label,1
938,Chennai,35-44,New,5,548.86,9.97,Festival Offer,0,1,Household,1
939,Pune,35-44,Returning,8,227.56,9.97,Zepto Pass,1,0,Personal Care,0
940,Delhi,25-34,Returning,5,339.35,7.13,Referral,1,0,Household,1
941,Hyderabad,18-24,Returning,8,414.18,9.59,Influencer,0,0,Snacks,0
942,Chennai,45+,Returning,1,308.23,7.08,Influencer,1,1,Grocery,0
943,Surat,25-34,New,5,430.49,9.15,Uncle Ji,1,1,Household,1
944,Chennai,25-34,Returning,6,496.83,7.62,Meme Marketing,1,1,Snacks,1
945,Chennai,18-24,Returning,4,329.18,7.28,Zepto Pass,1,1,Personal Care,1
946,Jaipur,25-34,Returning,6,459.31,8.85,Referral,1,0,Personal Care,1
947,Chennai,25-34,Returning,8,406.26,7.71,Uncle Ji,1,0,Grocery,1
948,Surat,35-44,Returning,6,282.11,11.83,Meme Marketing,0,0,Private Label,1
949,Pune,25-34,New,8,403.09,7.87,Festival Offer,1,0,Private Label,1
950,Chennai,25-34,Returning,8,474.8,7.01,Influencer,1,0,Household,1
951,Bangalore,45+,New,10,589.65,7.45,Influencer,1,0,Personal Care,0
952,Hyderabad,18-24,New,6,617.31,8.77,Referral,1,1,Snacks,1
953,Chennai,25-34,Returning,7,351.88,8.97,Referral,1,1,Grocery,0
954,Hyderabad,18-24,Returning,6,344.65,9.26,Referral,1,1,Private Label,1
955,Bangalore,35-44,Returning,11,424.85,10.17,Uncle Ji,1,0,Household,1
956,Bangalore,45+,Returning,8,354.88,6.29,Referral,1,0,Household,1
957,Hyderabad,18-24,Returning,9,565.56,10.24,Uncle Ji,1,1,Personal Care,1
958,Mumbai,35-44,New,4,432.08,7.43,Zepto Pass,0,1,Snacks,1
959,Delhi,18-24,Returning,6,426.63,9.4,Meme Marketing,1,1,Snacks,1
960,Jaipur,45+,Returning,10,497.2,11.38,Influencer,1,1,Private Label,1
961,Mumbai,35-44,Returning,3,439.18,7.6,Uncle Ji,1,1,Household,1
962,Mumbai,35-44,Returning,8,456.63,7.54,Meme Marketing,1,0,Personal Care,0
963,Pune,18-24,New,3,451.58,7.26,Festival Offer,0,0,Snacks,1
964,Jaipur,45+,Returning,4,402.64,8.29,Referral,1,0,Household,1
965,Jaipur,35-44,Returning,4,311.71,10.7,Influencer,1,1,Snacks,1
966,Mumbai,25-34,New,4,631.08,7.13,Festival Offer,0,0,Grocery,1
967,Chennai,35-44,Returning,6,311.31,8.06,Uncle Ji,0,1,Snacks,0
968,Pune,18-24,Returning,4,618.51,10.26,Referral,0,1,Snacks,1
969,Pune,35-44,Returning,8,460.97,9.74,Meme Marketing,1,0,Household,1
970,Bangalore,18-24,Returning,11,347.81,8.05,Zepto Pass,1,1,Snacks,1
971,Surat,35-44,New,2,486.58,8.48,Meme Marketing,1,0,Snacks,1
972,Jaipur,25-34,New,4,514.31,10.17,Uncle Ji,1,1,Grocery,0
973,Mumbai,18-24,New,6,626.18,11.17,Zepto Pass,1,1,Snacks,1
974,Bangalore,18-24,Returning,12,262.12,11.35,Zepto Pass,1,0,Snacks,1
975,Hyderabad,18-24,New,3,403.2,10.87,Referral,0,0,Household,1
976,Delhi,25-34,New,7,585.27,7.79,Meme Marketing,0,0,Personal Care,1
977,Surat,25-34,Returning,11,509.59,11.53,Uncle Ji,1,1,Grocery,0
978,Surat,25-34,Returning,7,478.32,7.69,Festival Offer,0,0,Snacks,1
979,Surat,18-24,Returning,6,597.42,6.32,Festival Offer,0,1,Personal Care,0
980,Pune,18-24,New,4,398.41,8.97,Zepto Pass,0,0,Household,1
981,Hyderabad,35-44,New,4,132.24,11.01,Referral,0,1,Grocery,0
982,Surat,18-24,New,8,376.02,9.8,Festival Offer,0,1,Household,0
983,Hyderabad,45+,Returning,5,661.41,8.69,Zepto Pass,1,1,Personal Care,0
984,Chennai,35-44,Returning,4,455.82,9.24,Meme Marketing,0,0,Grocery,1
985,Surat,25-34,Returning,2,318.91,9.6,Festival Offer,0,1,Snacks,1
986,Delhi,25-34,New,5,580.1,9.02,Influencer,0,0,Personal Care,1
987,Hyderabad,35-44,Returning,5,521.38,8.36,Uncle Ji,1,0,Household,0
988,Hyderabad,18-24,New,5,437.64,7.69,Influencer,1,0,Grocery,0
989,Delhi,18-24,Returning,7,490.22,8.97,Meme Marketing,1,0,Personal Care,1
990,Surat,18-24,Returning,1,297.93,8.62,Influencer,1,1,Personal Care,1
